flow_id,file_id,session_id,traffic_class,environment_id,network_condition_id,capture_day,capture_date,collection_batch,device_id,interface_type,tunnel_state,activity_variant,data_origin,dataset_version,window_id,window_type,window_start,window_end,packet_offset,packet_count,byte_count,mean_packet_size,std_packet_size,median_packet_size,p95_packet_size,mean_iat,std_iat,median_iat,p95_iat,forward_packet_count,backward_packet_count,forward_byte_count,backward_byte_count,packet_rate,byte_rate,burst_count,mean_burst_size,burst_rate,direction_switch_count
20260823_144333_web_001_5c95_flow_00000,real_20260823_144333_web_001_5c95,20260823_144333_web_001_5c95,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_tech_blogs,real,v2,20260823_144333_web_001_5c95_flow_00000_prefix_10,prefix_10,0.000,0.179,0,10.000000,2339.000000,233.900000,69.224923,216.500000,338.900000,0.019855,0.017498,0.014094,0.048085,10.000000,0.000000,2339.000000,0.000000,55.961035,13089.286096,2.000000,5.000000,11.192207,0.000000
20260823_144333_web_001_5c95_flow_00001,real_20260823_144333_web_001_5c95,20260823_144333_web_001_5c95,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_tech_blogs,real,v2,20260823_144333_web_001_5c95_flow_00001_prefix_10,prefix_10,0.000,0.069,0,10.000000,10690.000000,1069.000000,316.003797,1138.000000,1420.000000,0.007623,0.007076,0.005817,0.019396,10.000000,0.000000,10690.000000,0.000000,145.751104,155807.930327,1.000000,10.000000,14.575110,0.000000
20260823_145151_web_001_0bbf_flow_00000,real_20260823_145151_web_001_0bbf,20260823_145151_web_001_0bbf,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_ecommerce,real,v2,20260823_145151_web_001_0bbf_flow_00000_prefix_10,prefix_10,0.000,1.178,0,10.000000,3130.000000,313.000000,107.163427,296.500000,487.300000,0.130922,0.129441,0.090311,0.360604,10.000000,0.000000,3130.000000,0.000000,8.486840,2656.381001,7.000000,1.428571,5.940788,0.000000
20260823_145151_web_001_0bbf_flow_00001,real_20260823_145151_web_001_0bbf,20260823_145151_web_001_0bbf,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_ecommerce,real,v2,20260823_145151_web_001_0bbf_flow_00001_prefix_10,prefix_10,0.000,1.352,0,10.000000,2682.000000,268.200000,65.245383,272.000000,359.950000,0.150254,0.133983,0.107695,0.377964,10.000000,0.000000,2682.000000,0.000000,7.394895,1983.310723,9.000000,1.111111,6.655405,0.000000
20260823_145551_web_001_da0c_flow_00000,real_20260823_145551_web_001_da0c,20260823_145551_web_001_da0c,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_github_docs,real,v2,20260823_145551_web_001_da0c_flow_00000_prefix_10,prefix_10,0.000,1.173,0,10.000000,2964.000000,296.400000,78.962269,298.000000,400.550000,0.130311,0.103610,0.138851,0.302998,10.000000,0.000000,2964.000000,0.000000,8.526641,2527.296521,8.000000,1.250000,6.821313,0.000000
20260823_145551_web_001_da0c_flow_00001,real_20260823_145551_web_001_da0c,20260823_145551_web_001_da0c,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_github_docs,real,v2,20260823_145551_web_001_da0c_flow_00001_prefix_10,prefix_10,0.000,0.971,0,10.000000,6309.000000,630.900000,154.496893,593.500000,854.650000,0.107869,0.065014,0.107497,0.205278,10.000000,0.000000,6309.000000,0.000000,10.300521,6498.598583,8.000000,1.250000,8.240417,0.000000
20260823_145946_web_001_c866_flow_00000,real_20260823_145946_web_001_c866,20260823_145946_web_001_c866,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_ecommerce,real,v2,20260823_145946_web_001_c866_flow_00000_prefix_10,prefix_10,0.000,0.378,0,10.000000,3062.000000,306.200000,100.642734,311.000000,444.300000,0.041945,0.055616,0.014040,0.145741,10.000000,0.000000,3062.000000,0.000000,26.489566,8111.105078,3.000000,3.333333,7.946870,0.000000
20260823_145946_web_001_c866_flow_00001,real_20260823_145946_web_001_c866,20260823_145946_web_001_c866,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_ecommerce,real,v2,20260823_145946_web_001_c866_flow_00001_prefix_10,prefix_10,0.000,0.176,0,10.000000,3885.000000,388.500000,120.667518,415.500000,529.900000,0.019507,0.017884,0.017740,0.049155,10.000000,0.000000,3885.000000,0.000000,56.958509,22128.380765,2.000000,5.000000,11.391702,0.000000
20260823_150110_web_001_9490_flow_00000,real_20260823_150110_web_001_9490,20260823_150110_web_001_9490,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_ecommerce,real,v2,20260823_150110_web_001_9490_flow_00000_prefix_10,prefix_10,0.000,0.253,0,10.000000,10081.000000,1008.100000,301.787491,1153.500000,1301.600000,0.028094,0.021333,0.027405,0.061486,10.000000,0.000000,10081.000000,0.000000,39.549387,39869.737376,3.000000,3.333333,11.864816,0.000000
20260823_150110_web_001_9490_flow_00001,real_20260823_150110_web_001_9490,20260823_150110_web_001_9490,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_ecommerce,real,v2,20260823_150110_web_001_9490_flow_00001_prefix_10,prefix_10,0.000,0.714,0,10.000000,2512.000000,251.200000,91.479834,265.000000,358.500000,0.079344,0.100774,0.029519,0.253038,10.000000,0.000000,2512.000000,0.000000,14.003806,3517.756132,4.000000,2.500000,5.601523,0.000000
