flow_id,file_id,session_id,traffic_class,environment_id,network_condition_id,capture_day,capture_date,collection_batch,device_id,interface_type,tunnel_state,activity_variant,data_origin,dataset_version,window_id,window_type,window_start,window_end,packet_offset,packet_count,byte_count,mean_packet_size,std_packet_size,median_packet_size,p95_packet_size,mean_iat,std_iat,median_iat,p95_iat,forward_packet_count,backward_packet_count,forward_byte_count,backward_byte_count,packet_rate,byte_rate,burst_count,mean_burst_size,burst_rate,direction_switch_count
20260823_144333_web_001_5c95_flow_00000,real_20260823_144333_web_001_5c95,20260823_144333_web_001_5c95,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_tech_blogs,real,v2,20260823_144333_web_001_5c95_flow_00000_prefix_100,prefix_100,0.000,2.500,0,100.000000,22957.000000,229.570000,72.586397,230.500000,341.350000,0.025252,0.028747,0.015792,0.082054,100.000000,0.000000,22957.000000,0.000000,40.000201,9182.846106,14.000000,7.142857,5.600028,0.000000
20260823_144333_web_001_5c95_flow_00001,real_20260823_144333_web_001_5c95,20260823_144333_web_001_5c95,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_tech_blogs,real,v2,20260823_144333_web_001_5c95_flow_00001_prefix_100,prefix_100,0.000,1.228,0,100.000000,98892.000000,988.920000,343.006521,1035.000000,1420.000000,0.012402,0.013514,0.008024,0.033373,100.000000,0.000000,98892.000000,0.000000,81.444556,80542.150656,3.000000,33.333333,2.443337,0.000000
20260823_145151_web_001_0bbf_flow_00000,real_20260823_145151_web_001_0bbf,20260823_145151_web_001_0bbf,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_ecommerce,real,v2,20260823_145151_web_001_0bbf_flow_00000_prefix_100,prefix_100,0.000,13.698,0,100.000000,28066.000000,280.660000,94.998655,278.000000,443.200000,0.138364,0.126633,0.095952,0.451391,100.000000,0.000000,28066.000000,0.000000,7.300310,2048.904873,75.000000,1.333333,5.475232,0.000000
20260823_145151_web_001_0bbf_flow_00001,real_20260823_145151_web_001_0bbf,20260823_145151_web_001_0bbf,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_ecommerce,real,v2,20260823_145151_web_001_0bbf_flow_00001_prefix_100,prefix_100,0.000,13.321,0,100.000000,23522.000000,235.220000,74.123624,235.000000,372.050000,0.134556,0.124258,0.096552,0.377177,100.000000,0.000000,23522.000000,0.000000,7.506900,1765.773061,74.000000,1.351351,5.555106,0.000000
20260823_145551_web_001_da0c_flow_00000,real_20260823_145551_web_001_da0c,20260823_145551_web_001_da0c,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_github_docs,real,v2,20260823_145551_web_001_da0c_flow_00000_prefix_100,prefix_100,0.000,10.849,0,100.000000,26720.000000,267.200000,94.882243,266.500000,410.450000,0.109583,0.119997,0.059849,0.384173,100.000000,0.000000,26720.000000,0.000000,9.217717,2462.974045,55.000000,1.818182,5.069744,0.000000
20260823_145551_web_001_da0c_flow_00001,real_20260823_145551_web_001_da0c,20260823_145551_web_001_da0c,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_github_docs,real,v2,20260823_145551_web_001_da0c_flow_00001_prefix_100,prefix_100,0.000,8.441,0,100.000000,54905.000000,549.050000,176.704011,564.000000,809.200000,0.085265,0.073685,0.063162,0.238954,100.000000,0.000000,54905.000000,0.000000,11.846585,6504.367390,59.000000,1.694915,6.989485,0.000000
20260823_145946_web_001_c866_flow_00000,real_20260823_145946_web_001_c866,20260823_145946_web_001_c866,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_ecommerce,real,v2,20260823_145946_web_001_c866_flow_00000_prefix_100,prefix_100,0.000,3.765,0,100.000000,30780.000000,307.800000,102.187670,311.500000,448.150000,0.038030,0.040145,0.023542,0.120195,100.000000,0.000000,30780.000000,0.000000,26.560566,8175.342278,27.000000,3.703704,7.171353,0.000000
20260823_145946_web_001_c866_flow_00001,real_20260823_145946_web_001_c866,20260823_145946_web_001_c866,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_ecommerce,real,v2,20260823_145946_web_001_c866_flow_00001_prefix_100,prefix_100,0.000,3.563,0,100.000000,34110.000000,341.100000,123.816194,357.500000,523.250000,0.035992,0.036700,0.023291,0.126641,100.000000,0.000000,34110.000000,0.000000,28.064930,9572.947631,26.000000,3.846154,7.296882,0.000000
20260823_150110_web_001_9490_flow_00000,real_20260823_150110_web_001_9490,20260823_150110_web_001_9490,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_ecommerce,real,v2,20260823_150110_web_001_9490_flow_00000_prefix_100,prefix_100,0.000,2.501,0,100.000000,80948.000000,809.480000,343.572801,773.500000,1309.250000,0.025261,0.020238,0.022460,0.062625,100.000000,0.000000,80948.000000,0.000000,39.986530,32368.296563,14.000000,7.142857,5.598114,0.000000
20260823_150110_web_001_9490_flow_00001,real_20260823_150110_web_001_9490,20260823_150110_web_001_9490,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_ecommerce,real,v2,20260823_150110_web_001_9490_flow_00001_prefix_100,prefix_100,0.000,4.383,0,100.000000,26864.000000,268.640000,95.115143,275.000000,397.050000,0.044268,0.049290,0.029519,0.126643,100.000000,0.000000,26864.000000,0.000000,22.817712,6129.750074,31.000000,3.225806,7.073491,0.000000
20260823_150323_web_001_2c60_flow_00000,real_20260823_150323_web_001_2c60,20260823_150323_web_001_2c60,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_tech_blogs,real,v2,20260823_150323_web_001_2c60_flow_00000_prefix_100,prefix_100,0.000,11.007,0,100.000000,18633.000000,186.330000,60.285828,179.500000,277.150000,0.111178,0.111663,0.075753,0.295265,100.000000,0.000000,18633.000000,0.000000,9.085427,1692.887599,62.000000,1.612903,5.632965,0.000000
20260823_150323_web_001_2c60_flow_00001,real_20260823_150323_web_001_2c60,20260823_150323_web_001_2c60,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_tech_blogs,real,v2,20260823_150323_web_001_2c60_flow_00001_prefix_100,prefix_100,0.000,13.979,0,100.000000,29981.000000,299.810000,114.686590,299.500000,483.700000,0.141203,0.117669,0.127437,0.350907,100.000000,0.000000,29981.000000,0.000000,7.153555,2144.707328,77.000000,1.298701,5.508237,0.000000
