flow_id,file_id,session_id,traffic_class,environment_id,network_condition_id,capture_day,capture_date,collection_batch,device_id,interface_type,tunnel_state,activity_variant,data_origin,dataset_version,window_id,window_type,window_start,window_end,packet_offset,packet_count,byte_count,mean_packet_size,std_packet_size,median_packet_size,p95_packet_size,mean_iat,std_iat,median_iat,p95_iat,forward_packet_count,backward_packet_count,forward_byte_count,backward_byte_count,packet_rate,byte_rate,burst_count,mean_burst_size,burst_rate,direction_switch_count
20260823_144333_web_001_5c95_flow_00000,real_20260823_144333_web_001_5c95,20260823_144333_web_001_5c95,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_tech_blogs,real,v2,20260823_144333_web_001_5c95_flow_00000_prefix_50,prefix_50,0.000,1.045,0,50.000000,11190.000000,223.800000,74.851052,227.000000,348.350000,0.021336,0.020497,0.018102,0.054718,50.000000,0.000000,11190.000000,0.000000,47.826542,10703.580006,5.000000,10.000000,4.782654,0.000000
20260823_144333_web_001_5c95_flow_00001,real_20260823_144333_web_001_5c95,20260823_144333_web_001_5c95,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_tech_blogs,real,v2,20260823_144333_web_001_5c95_flow_00001_prefix_50,prefix_50,0.000,0.524,0,50.000000,49222.000000,984.440000,342.637602,1016.500000,1420.000000,0.010689,0.011863,0.007986,0.024025,50.000000,0.000000,49222.000000,0.000000,95.466919,93981.453643,2.000000,25.000000,3.818677,0.000000
20260823_145151_web_001_0bbf_flow_00000,real_20260823_145151_web_001_0bbf,20260823_145151_web_001_0bbf,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_ecommerce,real,v2,20260823_145151_web_001_0bbf_flow_00000_prefix_50,prefix_50,0.000,7.158,0,50.000000,13866.000000,277.320000,100.963249,276.000000,430.250000,0.146079,0.133145,0.098908,0.454168,50.000000,0.000000,13866.000000,0.000000,6.985330,1937.171600,37.000000,1.351351,5.169144,0.000000
20260823_145151_web_001_0bbf_flow_00001,real_20260823_145151_web_001_0bbf,20260823_145151_web_001_0bbf,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_ecommerce,real,v2,20260823_145151_web_001_0bbf_flow_00001_prefix_50,prefix_50,0.000,8.353,0,50.000000,12595.000000,251.900000,73.040331,241.000000,376.300000,0.170469,0.137702,0.128656,0.489796,50.000000,0.000000,12595.000000,0.000000,5.985885,1507.844487,43.000000,1.162791,5.147861,0.000000
20260823_145551_web_001_da0c_flow_00000,real_20260823_145551_web_001_da0c,20260823_145551_web_001_da0c,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_github_docs,real,v2,20260823_145551_web_001_da0c_flow_00000_prefix_50,prefix_50,0.000,5.917,0,50.000000,13864.000000,277.280000,97.452150,287.000000,438.250000,0.120753,0.120524,0.092586,0.404280,50.000000,0.000000,13864.000000,0.000000,8.450396,2343.125780,31.000000,1.612903,5.239245,0.000000
20260823_145551_web_001_da0c_flow_00001,real_20260823_145551_web_001_da0c,20260823_145551_web_001_da0c,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_github_docs,real,v2,20260823_145551_web_001_da0c_flow_00001_prefix_50,prefix_50,0.000,4.882,0,50.000000,28609.000000,572.180000,166.349234,586.500000,835.450000,0.099631,0.081356,0.082980,0.240828,50.000000,0.000000,28609.000000,0.000000,10.241859,5860.187101,32.000000,1.562500,6.554790,0.000000
20260823_145946_web_001_c866_flow_00000,real_20260823_145946_web_001_c866,20260823_145946_web_001_c866,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_ecommerce,real,v2,20260823_145946_web_001_c866_flow_00000_prefix_50,prefix_50,0.000,1.708,0,50.000000,15057.000000,301.140000,99.723219,294.000000,439.650000,0.034854,0.035669,0.023542,0.117093,50.000000,0.000000,15057.000000,0.000000,29.276571,8816.346632,13.000000,3.846154,7.611908,0.000000
20260823_145946_web_001_c866_flow_00001,real_20260823_145946_web_001_c866,20260823_145946_web_001_c866,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_ecommerce,real,v2,20260823_145946_web_001_c866_flow_00001_prefix_50,prefix_50,0.000,1.731,0,50.000000,17800.000000,356.000000,108.163580,365.000000,516.150000,0.035330,0.033213,0.020520,0.093603,50.000000,0.000000,17800.000000,0.000000,28.882340,10282.113019,17.000000,2.941176,9.819996,0.000000
20260823_150110_web_001_9490_flow_00000,real_20260823_150110_web_001_9490,20260823_150110_web_001_9490,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_ecommerce,real,v2,20260823_150110_web_001_9490_flow_00000_prefix_50,prefix_50,0.000,1.330,0,50.000000,41064.000000,821.280000,330.629281,873.000000,1301.600000,0.027142,0.020148,0.024233,0.063825,50.000000,0.000000,41064.000000,0.000000,37.594793,30875.851413,8.000000,6.250000,6.015167,0.000000
20260823_150110_web_001_9490_flow_00001,real_20260823_150110_web_001_9490,20260823_150110_web_001_9490,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_ecommerce,real,v2,20260823_150110_web_001_9490_flow_00001_prefix_50,prefix_50,0.000,2.191,0,50.000000,13519.000000,270.380000,91.122531,265.000000,428.000000,0.044720,0.053928,0.029519,0.118644,50.000000,0.000000,13519.000000,0.000000,22.817569,6169.414392,16.000000,3.125000,7.301622,0.000000
20260823_150323_web_001_2c60_flow_00000,real_20260823_150323_web_001_2c60,20260823_150323_web_001_2c60,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_tech_blogs,real,v2,20260823_150323_web_001_2c60_flow_00000_prefix_50,prefix_50,0.000,5.755,0,50.000000,9466.000000,189.320000,54.650687,185.500000,274.650000,0.117448,0.105403,0.087120,0.276727,50.000000,0.000000,9466.000000,0.000000,8.688163,1644.843083,33.000000,1.515152,5.734188,0.000000
20260823_150323_web_001_2c60_flow_00001,real_20260823_150323_web_001_2c60,20260823_150323_web_001_2c60,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_tech_blogs,real,v2,20260823_150323_web_001_2c60_flow_00001_prefix_50,prefix_50,0.000,6.639,0,50.000000,13959.000000,279.180000,119.982947,269.500000,469.400000,0.135483,0.125375,0.106152,0.416891,50.000000,0.000000,13959.000000,0.000000,7.531605,2102.673530,35.000000,1.428571,5.272124,0.000000
20260823_150454_web_001_17f5_flow_00000,real_20260823_150454_web_001_17f5,20260823_150454_web_001_17f5,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_github_docs,real,v2,20260823_150454_web_001_17f5_flow_00000_prefix_50,prefix_50,0.000,3.983,0,50.000000,11398.000000,227.960000,74.673144,236.500000,341.050000,0.081294,0.076955,0.043787,0.216656,50.000000,0.000000,11398.000000,0.000000,12.552051,2861.365525,25.000000,2.000000,6.276025,0.000000
20260823_150454_web_001_17f5_flow_00001,real_20260823_150454_web_001_17f5,20260823_150454_web_001_17f5,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_github_docs,real,v2,20260823_150454_web_001_17f5_flow_00001_prefix_50,prefix_50,0.000,4.103,0,50.000000,10533.000000,210.660000,74.749611,230.000000,310.850000,0.083732,0.103040,0.050184,0.261540,50.000000,0.000000,10533.000000,0.000000,12.186638,2567.237175,26.000000,1.923077,6.337052,0.000000
