flow_id,file_id,session_id,traffic_class,environment_id,network_condition_id,capture_day,capture_date,collection_batch,device_id,interface_type,tunnel_state,activity_variant,data_origin,dataset_version,window_id,window_type,window_start,window_end,packet_offset,packet_count,byte_count,mean_packet_size,std_packet_size,median_packet_size,p95_packet_size,mean_iat,std_iat,median_iat,p95_iat,forward_packet_count,backward_packet_count,forward_byte_count,backward_byte_count,packet_rate,byte_rate,burst_count,mean_burst_size,burst_rate,direction_switch_count
20260823_144333_web_001_5c95_flow_00000,real_20260823_144333_web_001_5c95,20260823_144333_web_001_5c95,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_tech_blogs,real,v2,20260823_144333_web_001_5c95_flow_00000_win_1s,window_1s,0.000,1.000,0,45.000000,10234.000000,227.422222,72.718174,227.000000,352.600000,0.022714,0.020991,0.020004,0.056318,45.000000,0.000000,10234.000000,0.000000,45.000000,10234.000000,5.000000,9.000000,5.000000,0.000000
20260823_144333_web_001_5c95_flow_00001,real_20260823_144333_web_001_5c95,20260823_144333_web_001_5c95,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_tech_blogs,real,v2,20260823_144333_web_001_5c95_flow_00001_win_1s,window_1s,0.000,1.000,0,81.000000,79022.000000,975.580247,348.531978,1029.000000,1420.000000,0.012362,0.014074,0.008088,0.041296,81.000000,0.000000,79022.000000,0.000000,81.000000,79022.000000,3.000000,27.000000,3.000000,0.000000
20260823_145151_web_001_0bbf_flow_00000,real_20260823_145151_web_001_0bbf,20260823_145151_web_001_0bbf,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_ecommerce,real,v2,20260823_145151_web_001_0bbf_flow_00000_win_1s,window_1s,0.000,1.000,0,7.000000,2305.000000,329.285714,118.564888,310.000000,497.200000,0.166408,0.143145,0.107777,0.399823,7.000000,0.000000,2305.000000,0.000000,7.000000,2305.000000,6.000000,1.166667,6.000000,0.000000
20260823_145151_web_001_0bbf_flow_00001,real_20260823_145151_web_001_0bbf,20260823_145151_web_001_0bbf,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_ecommerce,real,v2,20260823_145151_web_001_0bbf_flow_00001_win_1s,window_1s,0.000,1.000,0,8.000000,2117.000000,264.625000,56.654518,272.000000,337.000000,0.094578,0.037766,0.096552,0.150458,8.000000,0.000000,2117.000000,0.000000,8.000000,2117.000000,7.000000,1.142857,7.000000,0.000000
20260823_145551_web_001_da0c_flow_00000,real_20260823_145551_web_001_da0c,20260823_145551_web_001_da0c,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_github_docs,real,v2,20260823_145551_web_001_da0c_flow_00000_win_1s,window_1s,0.000,1.000,0,8.000000,2417.000000,302.125000,65.535177,298.000000,395.300000,0.138343,0.114015,0.138851,0.307469,8.000000,0.000000,2417.000000,0.000000,8.000000,2417.000000,6.000000,1.333333,6.000000,0.000000
20260823_145551_web_001_da0c_flow_00001,real_20260823_145551_web_001_da0c,20260823_145551_web_001_da0c,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_github_docs,real,v2,20260823_145551_web_001_da0c_flow_00001_win_1s,window_1s,0.000,1.000,0,10.000000,6309.000000,630.900000,154.496893,593.500000,854.650000,0.107869,0.065014,0.107497,0.205278,10.000000,0.000000,6309.000000,0.000000,10.000000,6309.000000,8.000000,1.250000,8.000000,0.000000
20260823_145946_web_001_c866_flow_00000,real_20260823_145946_web_001_c866,20260823_145946_web_001_c866,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_ecommerce,real,v2,20260823_145946_web_001_c866_flow_00000_win_1s,window_1s,0.000,1.000,0,28.000000,8588.000000,306.714286,102.845882,309.000000,444.900000,0.036751,0.039797,0.023542,0.117130,28.000000,0.000000,8588.000000,0.000000,28.000000,8588.000000,8.000000,3.500000,8.000000,0.000000
20260823_145946_web_001_c866_flow_00001,real_20260823_145946_web_001_c866,20260823_145946_web_001_c866,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_ecommerce,real,v2,20260823_145946_web_001_c866_flow_00001_win_1s,window_1s,0.000,1.000,0,30.000000,11083.000000,369.433333,118.194947,377.500000,535.750000,0.032449,0.032919,0.020520,0.096207,30.000000,0.000000,11083.000000,0.000000,30.000000,11083.000000,8.000000,3.750000,8.000000,0.000000
20260823_150110_web_001_9490_flow_00000,real_20260823_150110_web_001_9490,20260823_150110_web_001_9490,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_ecommerce,real,v2,20260823_150110_web_001_9490_flow_00000_win_1s,window_1s,0.000,1.000,0,34.000000,29039.000000,854.088235,315.898100,928.000000,1279.200000,0.029999,0.022164,0.029153,0.067894,34.000000,0.000000,29039.000000,0.000000,34.000000,29039.000000,7.000000,4.857143,7.000000,0.000000
20260823_150110_web_001_9490_flow_00001,real_20260823_150110_web_001_9490,20260823_150110_web_001_9490,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_ecommerce,real,v2,20260823_150110_web_001_9490_flow_00001_win_1s,window_1s,0.000,1.000,0,17.000000,4190.000000,246.470588,85.335406,262.000000,357.400000,0.059584,0.080223,0.029311,0.173732,17.000000,0.000000,4190.000000,0.000000,17.000000,4190.000000,6.000000,2.833333,6.000000,0.000000
20260823_150323_web_001_2c60_flow_00000,real_20260823_150323_web_001_2c60,20260823_150323_web_001_2c60,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_tech_blogs,real,v2,20260823_150323_web_001_2c60_flow_00000_win_1s,window_1s,0.000,1.000,0,11.000000,2117.000000,192.454545,42.523499,171.000000,274.500000,0.094388,0.085343,0.082196,0.251219,11.000000,0.000000,2117.000000,0.000000,11.000000,2117.000000,7.000000,1.571429,7.000000,0.000000
