flow_id,file_id,session_id,traffic_class,environment_id,network_condition_id,capture_day,capture_date,collection_batch,device_id,interface_type,tunnel_state,activity_variant,data_origin,dataset_version,window_id,window_type,window_start,window_end,packet_offset,packet_count,byte_count,mean_packet_size,std_packet_size,median_packet_size,p95_packet_size,mean_iat,std_iat,median_iat,p95_iat,forward_packet_count,backward_packet_count,forward_byte_count,backward_byte_count,packet_rate,byte_rate,burst_count,mean_burst_size,burst_rate,direction_switch_count
20260823_144333_web_001_5c95_flow_00000,real_20260823_144333_web_001_5c95,20260823_144333_web_001_5c95,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_tech_blogs,real,v2,20260823_144333_web_001_5c95_flow_00000_win_2s,window_2s,0.000,2.000,0,87.000000,19584.000000,225.103448,72.121550,221.000000,341.000000,0.022945,0.022557,0.014943,0.069031,87.000000,0.000000,19584.000000,0.000000,43.500000,9792.000000,11.000000,7.909091,5.500000,0.000000
20260823_144333_web_001_5c95_flow_00001,real_20260823_144333_web_001_5c95,20260823_144333_web_001_5c95,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_tech_blogs,real,v2,20260823_144333_web_001_5c95_flow_00001_win_2s,window_2s,0.000,2.000,0,147.000000,152095.000000,1034.659864,326.425091,1086.000000,1420.000000,0.013665,0.014705,0.008484,0.041804,147.000000,0.000000,152095.000000,0.000000,73.500000,76047.500000,7.000000,21.000000,3.500000,0.000000
20260823_145151_web_001_0bbf_flow_00000,real_20260823_145151_web_001_0bbf,20260823_145151_web_001_0bbf,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_ecommerce,real,v2,20260823_145151_web_001_0bbf_flow_00000_win_2s,window_2s,0.000,2.000,0,20.000000,6100.000000,305.000000,106.003774,305.500000,454.300000,0.098116,0.103405,0.077590,0.232790,20.000000,0.000000,6100.000000,0.000000,10.000000,3050.000000,13.000000,1.538462,6.500000,0.000000
20260823_145151_web_001_0bbf_flow_00001,real_20260823_145151_web_001_0bbf,20260823_145151_web_001_0bbf,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_ecommerce,real,v2,20260823_145151_web_001_0bbf_flow_00001_win_2s,window_2s,0.000,2.000,0,15.000000,3982.000000,265.466667,69.898848,254.000000,379.600000,0.142043,0.119603,0.117109,0.355860,15.000000,0.000000,3982.000000,0.000000,7.500000,1991.000000,13.000000,1.153846,6.500000,0.000000
20260823_145551_web_001_da0c_flow_00000,real_20260823_145551_web_001_da0c,20260823_145551_web_001_da0c,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_github_docs,real,v2,20260823_145551_web_001_da0c_flow_00000_win_2s,window_2s,0.000,2.000,0,20.000000,5475.000000,273.750000,110.908465,269.000000,465.000000,0.104644,0.095212,0.059849,0.281544,20.000000,0.000000,5475.000000,0.000000,10.000000,2737.500000,12.000000,1.666667,6.000000,0.000000
20260823_145551_web_001_da0c_flow_00001,real_20260823_145551_web_001_da0c,20260823_145551_web_001_da0c,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_github_docs,real,v2,20260823_145551_web_001_da0c_flow_00001_win_2s,window_2s,0.000,2.000,0,20.000000,12649.000000,632.450000,147.435910,646.000000,853.150000,0.096918,0.068669,0.091979,0.227375,20.000000,0.000000,12649.000000,0.000000,10.000000,6324.500000,14.000000,1.428571,7.000000,0.000000
20260823_145946_web_001_c866_flow_00000,real_20260823_145946_web_001_c866,20260823_145946_web_001_c866,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_ecommerce,real,v2,20260823_145946_web_001_c866_flow_00000_win_2s,window_2s,0.000,2.000,0,55.000000,16805.000000,305.545455,102.542553,300.000000,442.800000,0.036932,0.036617,0.025047,0.117976,55.000000,0.000000,16805.000000,0.000000,27.500000,8402.500000,15.000000,3.666667,7.500000,0.000000
20260823_145946_web_001_c866_flow_00001,real_20260823_145946_web_001_c866,20260823_145946_web_001_c866,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_ecommerce,real,v2,20260823_145946_web_001_c866_flow_00001_win_2s,window_2s,0.000,2.000,0,56.000000,19808.000000,353.714286,107.592106,363.500000,512.250000,0.036150,0.035319,0.020214,0.101398,56.000000,0.000000,19808.000000,0.000000,28.000000,9904.000000,19.000000,2.947368,9.500000,0.000000
20260823_150110_web_001_9490_flow_00000,real_20260823_150110_web_001_9490,20260823_150110_web_001_9490,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_ecommerce,real,v2,20260823_150110_web_001_9490_flow_00000_win_2s,window_2s,0.000,2.000,0,80.000000,65245.000000,815.562500,339.845364,773.500000,1352.900000,0.024932,0.019991,0.022460,0.062247,80.000000,0.000000,65245.000000,0.000000,40.000000,32622.500000,10.000000,8.000000,5.000000,0.000000
20260823_150110_web_001_9490_flow_00001,real_20260823_150110_web_001_9490,20260823_150110_web_001_9490,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_ecommerce,real,v2,20260823_150110_web_001_9490_flow_00001_win_2s,window_2s,0.000,2.000,0,42.000000,11084.000000,263.904762,90.223482,264.500000,415.750000,0.045620,0.056031,0.029519,0.117086,42.000000,0.000000,11084.000000,0.000000,21.000000,5542.000000,13.000000,3.230769,6.500000,0.000000
