flow_id,file_id,session_id,traffic_class,environment_id,network_condition_id,capture_day,capture_date,collection_batch,device_id,interface_type,tunnel_state,activity_variant,data_origin,dataset_version,window_id,window_type,window_start,window_end,packet_offset,packet_count,byte_count,mean_packet_size,std_packet_size,median_packet_size,p95_packet_size,mean_iat,std_iat,median_iat,p95_iat,forward_packet_count,backward_packet_count,forward_byte_count,backward_byte_count,packet_rate,byte_rate,burst_count,mean_burst_size,burst_rate,direction_switch_count
20260823_144333_web_001_5c95_flow_00000,real_20260823_144333_web_001_5c95,20260823_144333_web_001_5c95,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_tech_blogs,real,v2,20260823_144333_web_001_5c95_flow_00000_prefix_5,prefix_5,0.000,0.042,0,5.000000,1148.000000,229.600000,65.600610,214.000000,328.400000,0.010413,0.009559,0.007383,0.023538,5.000000,0.000000,1148.000000,0.000000,120.046274,27562.624617,1.000000,5.000000,24.009255,0.000000
20260823_144333_web_001_5c95_flow_00001,real_20260823_144333_web_001_5c95,20260823_144333_web_001_5c95,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_tech_blogs,real,v2,20260823_144333_web_001_5c95_flow_00001_prefix_5,prefix_5,0.000,0.038,0,5.000000,5365.000000,1073.000000,242.456594,1115.000000,1368.200000,0.009440,0.008875,0.006766,0.021594,5.000000,0.000000,5365.000000,0.000000,132.419482,142086.104391,1.000000,5.000000,26.483896,0.000000
20260823_145151_web_001_0bbf_flow_00000,real_20260823_145151_web_001_0bbf,20260823_145151_web_001_0bbf,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_ecommerce,real,v2,20260823_145151_web_001_0bbf_flow_00000_prefix_5,prefix_5,0.000,0.330,0,5.000000,1859.000000,371.800000,101.621651,364.000000,503.800000,0.082382,0.031775,0.083950,0.120003,5.000000,0.000000,1859.000000,0.000000,15.173167,5641.383399,4.000000,1.250000,12.138533,0.000000
20260823_145151_web_001_0bbf_flow_00001,real_20260823_145151_web_001_0bbf,20260823_145151_web_001_0bbf,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_ecommerce,real,v2,20260823_145151_web_001_0bbf_flow_00001_prefix_5,prefix_5,0.000,0.432,0,5.000000,1445.000000,289.000000,41.501807,290.000000,340.000000,0.107943,0.041399,0.111537,0.155588,5.000000,0.000000,1445.000000,0.000000,11.580210,3346.680799,4.000000,1.250000,9.264168,0.000000
20260823_145551_web_001_da0c_flow_00000,real_20260823_145551_web_001_da0c,20260823_145551_web_001_da0c,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_github_docs,real,v2,20260823_145551_web_001_da0c_flow_00000_prefix_5,prefix_5,0.000,0.760,0,5.000000,1526.000000,305.200000,69.499353,299.000000,394.000000,0.189948,0.120333,0.213705,0.314174,5.000000,0.000000,1526.000000,0.000000,6.580744,2008.443144,4.000000,1.250000,5.264595,0.000000
20260823_145551_web_001_da0c_flow_00001,real_20260823_145551_web_001_da0c,20260823_145551_web_001_da0c,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_github_docs,real,v2,20260823_145551_web_001_da0c_flow_00001_prefix_5,prefix_5,0.000,0.255,0,5.000000,3186.000000,637.200000,128.289360,558.000000,826.800000,0.063661,0.049715,0.049102,0.130349,5.000000,0.000000,3186.000000,0.000000,19.635347,12511.643072,3.000000,1.666667,11.781208,0.000000
20260823_145946_web_001_c866_flow_00000,real_20260823_145946_web_001_c866,20260823_145946_web_001_c866,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_ecommerce,real,v2,20260823_145946_web_001_c866_flow_00000_prefix_5,prefix_5,0.000,0.039,0,5.000000,1535.000000,307.000000,100.890039,308.000000,427.200000,0.009746,0.008148,0.008390,0.019922,5.000000,0.000000,1535.000000,0.000000,128.260455,39375.959731,1.000000,5.000000,25.652091,0.000000
20260823_145946_web_001_c866_flow_00001,real_20260823_145946_web_001_c866,20260823_145946_web_001_c866,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_ecommerce,real,v2,20260823_145946_web_001_c866_flow_00001_prefix_5,prefix_5,0.000,0.109,0,5.000000,2074.000000,414.800000,111.258977,423.000000,533.800000,0.027170,0.022324,0.022682,0.057002,5.000000,0.000000,2074.000000,0.000000,46.007275,19083.817616,2.000000,2.500000,18.402910,0.000000
20260823_150110_web_001_9490_flow_00000,real_20260823_150110_web_001_9490,20260823_150110_web_001_9490,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_ecommerce,real,v2,20260823_150110_web_001_9490_flow_00000_prefix_5,prefix_5,0.000,0.080,0,5.000000,5381.000000,1076.200000,307.386662,1201.000000,1329.600000,0.020059,0.020847,0.010978,0.049220,5.000000,0.000000,5381.000000,0.000000,62.315107,67063.518691,2.000000,2.500000,24.926043,0.000000
20260823_150110_web_001_9490_flow_00001,real_20260823_150110_web_001_9490,20260823_150110_web_001_9490,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_ecommerce,real,v2,20260823_150110_web_001_9490_flow_00001_prefix_5,prefix_5,0.000,0.499,0,5.000000,1471.000000,294.200000,88.801802,327.000000,361.000000,0.124757,0.132753,0.073094,0.309684,5.000000,0.000000,1471.000000,0.000000,10.019511,2947.740161,3.000000,1.666667,6.011707,0.000000
