flow_id,file_id,session_id,traffic_class,environment_id,network_condition_id,capture_day,capture_date,collection_batch,device_id,interface_type,tunnel_state,activity_variant,data_origin,dataset_version,window_id,window_type,window_start,window_end,packet_offset,packet_count,byte_count,mean_packet_size,std_packet_size,median_packet_size,p95_packet_size,mean_iat,std_iat,median_iat,p95_iat,forward_packet_count,backward_packet_count,forward_byte_count,backward_byte_count,packet_rate,byte_rate,burst_count,mean_burst_size,burst_rate,direction_switch_count
20260823_144333_web_001_5c95_flow_00000,real_20260823_144333_web_001_5c95,20260823_144333_web_001_5c95,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_tech_blogs,real,v2,20260823_144333_web_001_5c95_flow_00000_win_5s,window_5s,0.000,5.000,0,199.000000,46282.000000,232.572864,77.351144,231.000000,356.700000,0.024807,0.026629,0.015987,0.073913,199.000000,0.000000,46282.000000,0.000000,39.800000,9256.400000,32.000000,6.218750,6.400000,0.000000
20260823_144333_web_001_5c95_flow_00001,real_20260823_144333_web_001_5c95,20260823_144333_web_001_5c95,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_tech_blogs,real,v2,20260823_144333_web_001_5c95_flow_00001_win_5s,window_5s,0.000,5.000,0,336.000000,353770.000000,1052.886905,316.041738,1098.000000,1420.000000,0.014920,0.014973,0.010360,0.043279,336.000000,0.000000,353770.000000,0.000000,67.200000,70754.000000,12.000000,28.000000,2.400000,0.000000
20260823_145151_web_001_0bbf_flow_00000,real_20260823_145151_web_001_0bbf,20260823_145151_web_001_0bbf,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_ecommerce,real,v2,20260823_145151_web_001_0bbf_flow_00000_win_5s,window_5s,0.000,5.000,0,35.000000,9786.000000,279.600000,104.502413,284.000000,441.200000,0.137475,0.124848,0.097196,0.445801,35.000000,0.000000,9786.000000,0.000000,7.000000,1957.200000,26.000000,1.346154,5.200000,0.000000
20260823_145151_web_001_0bbf_flow_00001,real_20260823_145151_web_001_0bbf,20260823_145151_web_001_0bbf,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_ecommerce,real,v2,20260823_145151_web_001_0bbf_flow_00001_win_5s,window_5s,0.000,5.000,0,33.000000,8536.000000,258.666667,75.853793,245.000000,385.400000,0.155032,0.132689,0.125394,0.448622,33.000000,0.000000,8536.000000,0.000000,6.600000,1707.200000,27.000000,1.222222,5.400000,0.000000
20260823_145551_web_001_da0c_flow_00000,real_20260823_145551_web_001_da0c,20260823_145551_web_001_da0c,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_github_docs,real,v2,20260823_145551_web_001_da0c_flow_00000_win_5s,window_5s,0.000,5.000,0,43.000000,12301.000000,286.069767,96.745025,291.000000,450.500000,0.116156,0.114138,0.081584,0.332773,43.000000,0.000000,12301.000000,0.000000,8.600000,2460.200000,26.000000,1.653846,5.200000,0.000000
20260823_145551_web_001_da0c_flow_00001,real_20260823_145551_web_001_da0c,20260823_145551_web_001_da0c,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_github_docs,real,v2,20260823_145551_web_001_da0c_flow_00001_win_5s,window_5s,0.000,5.000,0,51.000000,29090.000000,570.392157,165.194725,581.000000,833.500000,0.098708,0.080797,0.079272,0.240661,51.000000,0.000000,29090.000000,0.000000,10.200000,5818.000000,33.000000,1.545455,6.600000,0.000000
20260823_145946_web_001_c866_flow_00000,real_20260823_145946_web_001_c866,20260823_145946_web_001_c866,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_ecommerce,real,v2,20260823_145946_web_001_c866_flow_00000_win_5s,window_5s,0.000,5.000,0,136.000000,43444.000000,319.441176,106.380751,321.500000,474.250000,0.036681,0.039510,0.021976,0.117871,136.000000,0.000000,43444.000000,0.000000,27.200000,8688.800000,34.000000,4.000000,6.800000,0.000000
20260823_145946_web_001_c866_flow_00001,real_20260823_145946_web_001_c866,20260823_145946_web_001_c866,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_ecommerce,real,v2,20260823_145946_web_001_c866_flow_00001_win_5s,window_5s,0.000,5.000,0,139.000000,47013.000000,338.223022,122.585870,349.000000,512.100000,0.035873,0.037167,0.021905,0.113492,139.000000,0.000000,47013.000000,0.000000,27.800000,9402.600000,39.000000,3.564103,7.800000,0.000000
20260823_150110_web_001_9490_flow_00000,real_20260823_150110_web_001_9490,20260823_150110_web_001_9490,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_ecommerce,real,v2,20260823_150110_web_001_9490_flow_00000_win_5s,window_5s,0.000,5.000,0,196.000000,161474.000000,823.846939,314.746686,840.000000,1298.750000,0.025607,0.023073,0.019671,0.063155,196.000000,0.000000,161474.000000,0.000000,39.200000,32294.800000,30.000000,6.533333,6.000000,0.000000
20260823_150110_web_001_9490_flow_00001,real_20260823_150110_web_001_9490,20260823_150110_web_001_9490,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_ecommerce,real,v2,20260823_150110_web_001_9490_flow_00001_win_5s,window_5s,0.000,5.000,0,118.000000,30975.000000,262.500000,92.220788,269.000000,392.600000,0.042726,0.048838,0.028472,0.127423,118.000000,0.000000,30975.000000,0.000000,23.600000,6195.000000,35.000000,3.371429,7.000000,0.000000
