timestamp,packet_length,ip_version,protocol,source_port,destination_port,tcp_flags,direction,session_id,traffic_class
1787475994.8948681,800,4,TCP,50000,443,ACK,forward,20260823_web_001,Web
1787475994.994868,820,4,TCP,50001,443,ACK,backward,20260823_web_001,Web
1787475995.0948682,840,4,TCP,50002,443,ACK,forward,20260823_web_001,Web
1787475995.194868,860,4,TCP,50003,443,ACK,backward,20260823_web_001,Web
1787475995.2948682,880,4,TCP,50004,443,ACK,forward,20260823_web_001,Web
1787475995.3948681,900,4,TCP,50005,443,ACK,backward,20260823_web_001,Web
1787475995.494868,920,4,TCP,50006,443,ACK,forward,20260823_web_001,Web
1787475995.5948682,940,4,TCP,50007,443,ACK,backward,20260823_web_001,Web
1787475995.694868,960,4,TCP,50008,443,ACK,forward,20260823_web_001,Web
1787475995.7948682,980,4,TCP,50009,443,ACK,backward,20260823_web_001,Web
1787475995.8948681,1000,4,TCP,50010,443,ACK,forward,20260823_web_001,Web
1787475995.994868,1020,4,TCP,50011,443,ACK,backward,20260823_web_001,Web
1787475996.0948682,1040,4,TCP,50012,443,ACK,forward,20260823_web_001,Web
1787475996.194868,1060,4,TCP,50013,443,ACK,backward,20260823_web_001,Web
1787475996.2948682,1080,4,TCP,50014,443,ACK,forward,20260823_web_001,Web
