flow_id,file_id,session_id,traffic_class,environment_id,network_condition_id,capture_day,capture_date,collection_batch,device_id,interface_type,tunnel_state,activity_variant,data_origin,dataset_version,window_id,window_index,window_start,window_end,packet_count,byte_count,mean_packet_size,std_packet_size,median_packet_size,p90_packet_size,p95_packet_size,mean_iat,std_iat,median_iat,p90_iat,forward_packets,backward_packets,forward_bytes,backward_bytes,packet_rate,byte_rate,burst_count,mean_burst_size,burst_rate,direction_switch_count
20260823_144333_web_001_5c95_flow_00000,real_20260823_144333_web_001_5c95,20260823_144333_web_001_5c95,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_tech_blogs,real,v2,20260823_144333_web_001_5c95_flow_00000_w000,0,0.000,5.000,199.000000,46282.000000,232.572864,77.351144,231.000000,333.200000,356.700000,0.024807,0.026629,0.015987,0.055161,199.000000,0.000000,46282.000000,0.000000,39.800000,9256.400000,32.000000,6.218750,6.400000,0.000000
20260823_144333_web_001_5c95_flow_00000,real_20260823_144333_web_001_5c95,20260823_144333_web_001_5c95,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_tech_blogs,real,v2,20260823_144333_web_001_5c95_flow_00000_w001,1,2.000,7.000,170.000000,40612.000000,238.894118,77.993518,234.500000,340.700000,360.100000,0.028821,0.033230,0.017115,0.068482,170.000000,0.000000,40612.000000,0.000000,34.000000,8122.400000,33.000000,5.151515,6.600000,0.000000
20260823_144333_web_001_5c95_flow_00000,real_20260823_144333_web_001_5c95,20260823_144333_web_001_5c95,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_tech_blogs,real,v2,20260823_144333_web_001_5c95_flow_00000_w002,2,4.000,9.000,170.000000,39419.000000,231.876471,79.355359,228.500000,340.700000,367.600000,0.029419,0.031929,0.019025,0.067337,170.000000,0.000000,39419.000000,0.000000,34.000000,7883.800000,36.000000,4.722222,7.200000,0.000000
20260823_144333_web_001_5c95_flow_00000,real_20260823_144333_web_001_5c95,20260823_144333_web_001_5c95,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_tech_blogs,real,v2,20260823_144333_web_001_5c95_flow_00000_w003,3,6.000,11.000,181.000000,42102.000000,232.607735,77.063192,229.000000,338.000000,359.000000,0.027527,0.027169,0.019821,0.060283,181.000000,0.000000,42102.000000,0.000000,36.200000,8420.400000,35.000000,5.171429,7.000000,0.000000
20260823_144333_web_001_5c95_flow_00000,real_20260823_144333_web_001_5c95,20260823_144333_web_001_5c95,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_tech_blogs,real,v2,20260823_144333_web_001_5c95_flow_00000_w004,4,8.000,13.000,190.000000,44816.000000,235.873684,74.779781,231.500000,333.100000,360.650000,0.026056,0.022949,0.018945,0.058593,190.000000,0.000000,44816.000000,0.000000,38.000000,8963.200000,31.000000,6.129032,6.200000,0.000000
20260823_144333_web_001_5c95_flow_00000,real_20260823_144333_web_001_5c95,20260823_144333_web_001_5c95,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_tech_blogs,real,v2,20260823_144333_web_001_5c95_flow_00000_w005,5,10.000,15.000,211.000000,50791.000000,240.715640,73.149167,237.000000,335.000000,362.000000,0.023436,0.025057,0.016566,0.048525,211.000000,0.000000,50791.000000,0.000000,42.200000,10158.200000,17.000000,12.411765,3.400000,0.000000
20260823_144333_web_001_5c95_flow_00000,real_20260823_144333_web_001_5c95,20260823_144333_web_001_5c95,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_tech_blogs,real,v2,20260823_144333_web_001_5c95_flow_00000_w006,6,12.000,17.000,209.000000,51020.000000,244.114833,84.368956,250.000000,346.400000,380.200000,0.023894,0.025495,0.017301,0.048991,209.000000,0.000000,51020.000000,0.000000,41.800000,10204.000000,19.000000,11.000000,3.800000,0.000000
20260823_144333_web_001_5c95_flow_00000,real_20260823_144333_web_001_5c95,20260823_144333_web_001_5c95,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_tech_blogs,real,v2,20260823_144333_web_001_5c95_flow_00000_w007,7,14.000,19.000,194.000000,47190.000000,243.247423,86.562477,251.000000,340.100000,383.800000,0.025544,0.024365,0.019013,0.054278,194.000000,0.000000,47190.000000,0.000000,38.800000,9438.000000,24.000000,8.083333,4.800000,0.000000
20260823_144333_web_001_5c95_flow_00000,real_20260823_144333_web_001_5c95,20260823_144333_web_001_5c95,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_tech_blogs,real,v2,20260823_144333_web_001_5c95_flow_00000_w008,8,16.000,21.000,187.000000,44650.000000,238.770053,87.658218,242.000000,342.800000,373.800000,0.026663,0.028737,0.018437,0.064981,187.000000,0.000000,44650.000000,0.000000,37.400000,8930.000000,27.000000,6.925926,5.400000,0.000000
20260823_144333_web_001_5c95_flow_00000,real_20260823_144333_web_001_5c95,20260823_144333_web_001_5c95,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_tech_blogs,real,v2,20260823_144333_web_001_5c95_flow_00000_w009,9,18.000,23.000,163.000000,37210.000000,228.282209,79.554859,228.000000,323.400000,345.800000,0.030337,0.030189,0.020595,0.066174,163.000000,0.000000,37210.000000,0.000000,32.600000,7442.000000,30.000000,5.433333,6.000000,0.000000
